Player Id	Season	Fee	Market Value	Team A	Team B	ID Team A	ID Team B
92076	19/20	?	€1.20m	Ulsan Hyundai	Kashiwa Reysol	3535	6632
92076	19/20	?	€1.20m	Vissel Kobe	Ulsan Hyundai	3958	3535
92076	15/16	€1.25m	€1.00m	Ulsan Hyundai	Vissel Kobe	3535	3958
92076	07/08	-	-	Ulsan Yth.	Ulsan Hyundai	20262	3535
284105	19/20	?	€250Th.	Incheon Utd.	Ulsan Hyundai	2996	3535
284105	18/19	Free transfer	€125Th.	Gangneung City	Incheon Utd.	34970	2996
284105	17/18	?	-	Mokpo City	Gangneung City	33104	34970
284105	15/16	Free transfer	-	V-V. Nagasaki	Mokpo City	23581	33104
284105	14/15	End of loan	-	Grulla Morioka	V-V. Nagasaki	16005	23581
284105	14/15	Loan	-	V-V. Nagasaki	Grulla Morioka	23581	16005
284105	13/14	Free transfer	-	SungkyunkwanUni	V-V. Nagasaki	9156	23581
284105	11/12	-	-	Shingal HS	SungkyunkwanUni	42173	9156
558084	19/20	€272Th.	-	Ulsan Hyundai	Din. Zagreb II	3535	44796
558084	19/20	End of loan	-	Din. Zagreb II	Ulsan Hyundai	44796	3535
558084	18/19	-	-	Din. Zagreb U19	Din. Zagreb II	9641	44796
558084	17/18	Loan	-	Ulsan Hyundai	Din. Zagreb U19	3535	9641
558084	17/18	-	-	Ulsan Yth.	Ulsan Hyundai	20262	3535
645847	19/20	Loan	€175Th.	Ulsan Hyundai	Seoul E-Land	3535	46292
645847	19/20	End of loan	€175Th.	Daejeon Hana C.	Ulsan Hyundai	6499	3535
645847	19/20	Loan	€50Th.	Ulsan Hyundai	Daejeon Hana C.	3535	6499
645847	18/19	Free transfer	-	HighSchool Team	Ulsan Hyundai	24067	3535
